,model,dataset,task,target,run_type,roc_auc_score,average_precision_score,accuracy_score,balanced_accuracy_score,f1_score,precision_score,recall_score,fall_out,true_negatives,true_positives,false_negatives,false_positives
46,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.7071086556169428,0.5211261761122491,0.7314453125,0.5729005524861879,0.2930591259640103,0.6404494382022472,0.19,0.10666666666666667,692.0,57.0,243.0,32.0
47,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.7747177631375461,0.5143312534311831,0.8408203125,0.5898951470724692,0.30638297872340425,0.9,0.18461538461538463,0.020512820512820513,825.0,36.0,159.0,4.0
48,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.7280437348356215,0.5945246464533946,0.7275390625,0.5880049491266635,0.32116788321167883,0.7857142857142857,0.2018348623853211,0.05504587155963303,679.0,66.0,261.0,18.0
49,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,guanine,train,0.770934210209342,0.5350149670540431,0.8330078125,0.5879345233793453,0.3020408163265306,0.8604651162790697,0.18316831683168316,0.0297029702970297,816.0,37.0,165.0,6.0
50,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.7551164627075195,0.5431140754145994,0.47265625,0.4554586661393957,,,,,,,,
51,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.6998163260561252,0.5336433908641869,0.744140625,0.5821673525377229,0.3105263157894737,0.6941176470588235,0.2,0.08813559322033898,703.0,59.0,236.0,26.0
52,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.7930794430794431,0.5268885342906785,0.8125,0.5587574587574587,0.2195121951219512,0.75,0.12857142857142856,0.04285714285714286,805.0,27.0,183.0,9.0
53,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.7346901109190436,0.5872269800186468,0.732421875,0.5744021895707289,0.27894736842105267,0.7794117647058824,0.16987179487179488,0.04807692307692308,697.0,53.0,259.0,15.0
54,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,guanine,train,0.7669747337673471,0.5150102401470203,0.8251953125,0.583864024739976,0.2924901185770751,0.8043478260869565,0.178743961352657,0.043478260869565216,808.0,37.0,170.0,9.0
55,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.7457803090413412,0.5248849601088039,0.4658203125,0.4445005636399422,,,,,,,,
56,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.7060226338628586,0.48566576719124244,0.736328125,0.5487564756934488,0.2151162790697674,0.5967741935483871,0.13120567375886524,0.08865248226950355,717.0,37.0,245.0,25.0
57,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.7798519793244919,0.5124330421347911,0.83984375,0.5830854891104419,0.28695652173913044,0.8918918918918919,0.17098445595854922,0.02072538860103627,827.0,33.0,160.0,4.0
58,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.7146705627876571,0.5638628020079154,0.7138671875,0.5633514538059574,0.2467866323907455,0.7741935483870968,0.14678899082568808,0.04281345565749235,683.0,48.0,279.0,14.0
59,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,guanine,train,0.7552290445058525,0.5268071775998473,0.8134765625,0.5844791175215115,0.2952029520295203,0.8163265306122449,0.18018018018018017,0.04054054054054054,793.0,40.0,182.0,9.0
60,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.7601029078165691,0.5498732354390411,0.484375,0.4648446396579644,,,,,,,,
61,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.7518513887152125,0.575904132332102,0.74609375,0.5871831566467055,0.3229166666666667,0.7126436781609196,0.20875420875420875,0.08417508417508418,702.0,62.0,235.0,25.0
62,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.759788316758063,0.4674457800342341,0.8076171875,0.5562900827214425,0.2151394422310757,0.6923076923076923,0.12735849056603774,0.05660377358490566,800.0,27.0,185.0,12.0
63,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.7178322942080058,0.582955331189679,0.74609375,0.5961597542242704,0.3401015228426396,0.7976190476190477,0.2161290322580645,0.054838709677419356,697.0,67.0,243.0,17.0
64,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,guanine,train,0.7886774472140324,0.541678272747388,0.8291015625,0.5841418743857768,0.291497975708502,0.8571428571428571,0.17560975609756097,0.02926829268292683,813.0,36.0,169.0,6.0
65,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.7657947540283202,0.552075224865529,0.48046875,0.46370576416447973,,,,,,,,
66,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.7450525428517175,0.5680676101185025,0.7451171875,0.5825124236403466,0.3076923076923077,0.725,0.19528619528619529,0.07407407407407407,705.0,58.0,239.0,22.0
67,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.7921836228287841,0.5476170463012794,0.8134765625,0.5786589113756915,0.279245283018868,0.7872340425531915,0.16972477064220184,0.045871559633027525,796.0,37.0,181.0,10.0
68,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.7276623226848115,0.5445100202761706,0.7412109375,0.580438242417253,0.30446194225721784,0.7073170731707317,0.1939799331103679,0.0802675585284281,701.0,58.0,241.0,24.0
69,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,guanine,train,0.7813443313443313,0.5498814277657504,0.830078125,0.5963144963144963,0.32558139534883723,0.875,0.2,0.02857142857142857,808.0,42.0,168.0,6.0
70,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.7733739217122397,0.576122543406664,0.5068359375,0.48571449437032954,,,,,,,,
71,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.753996309388826,0.6108631291434485,0.7294921875,0.5829942862224593,0.3092269326683292,0.7560975609756098,0.19435736677115986,0.06269592476489028,685.0,62.0,257.0,20.0
72,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.7879338175948345,0.5299626420914938,0.8310546875,0.5727309413750092,0.2575107296137339,0.8571428571428571,0.15151515151515152,0.025252525252525252,821.0,30.0,168.0,5.0
73,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.7453252953589395,0.5919718795466816,0.7451171875,0.5817438193195187,0.29649595687331537,0.8088235294117647,0.18151815181518152,0.0429042904290429,708.0,55.0,248.0,13.0
74,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,guanine,train,0.7751554280248686,0.5288686773767021,0.830078125,0.5937828790052606,0.32031249999999994,0.7884615384615384,0.20098039215686275,0.05392156862745098,809.0,41.0,163.0,11.0
75,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.7717822392781576,0.5724255164193767,0.494140625,0.4828917917650879,,,,,,,,
76,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.7667994290894362,0.5725766678818807,0.7626953125,0.5877726773005189,0.319327731092437,0.7215189873417721,0.20503597122302158,0.07913669064748201,724.0,57.0,221.0,22.0
77,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.7916497060153777,0.5874640692294145,0.8251953125,0.5997851650836725,0.3345724907063198,0.9183673469387755,0.20454545454545456,0.01818181818181818,800.0,45.0,175.0,4.0
78,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.7340323464912282,0.5724410539563335,0.7353515625,0.5713815789473684,0.27345844504021444,0.7391304347826086,0.16776315789473684,0.05921052631578947,702.0,51.0,253.0,18.0
79,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,guanine,train,0.7859630203769854,0.5521223722173739,0.8134765625,0.579592684954281,0.27924528301886786,0.8604651162790697,0.16666666666666666,0.02702702702702703,796.0,37.0,185.0,6.0
80,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.757292111714681,0.5469330485184387,0.482421875,0.46554011772863124,,,,,,,,
81,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.7221390922203799,0.5631850890276527,0.7353515625,0.5849768359373244,0.3139240506329114,0.7560975609756098,0.19808306709265175,0.06389776357827476,691.0,62.0,251.0,20.0
82,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.7792661957430989,0.5436974901935228,0.82421875,0.5806998791709267,0.27999999999999997,0.9210526315789473,0.1650943396226415,0.014150943396226415,809.0,35.0,177.0,3.0
83,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.7142587560386474,0.5243163539144796,0.7412109375,0.5621225845410628,0.2492917847025496,0.676923076923077,0.1527777777777778,0.07291666666666667,715.0,44.0,244.0,21.0
84,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,guanine,train,0.7861177663909341,0.550054520516614,0.8251953125,0.5916213427537119,0.31417624521072796,0.82,0.1943127962085308,0.04265402843601896,804.0,41.0,170.0,9.0
85,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.7771091461181641,0.5934319967264156,0.5,0.48385448611964216,,,,,,,,
86,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.7483463309217325,0.5852899742292215,0.7626953125,0.5956356290519591,0.33424657534246577,0.8133333333333334,0.2103448275862069,0.04827586206896552,720.0,61.0,229.0,14.0
87,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.7898728160115853,0.596989614543878,0.8203125,0.6057406905852896,0.352112676056338,0.8771929824561403,0.22026431718061673,0.030837004405286344,790.0,50.0,177.0,7.0
88,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.7677762430939226,0.6266793143706526,0.75390625,0.5956169429097605,0.3368421052631579,0.8,0.21333333333333335,0.05333333333333334,708.0,64.0,236.0,16.0
89,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,guanine,train,0.7937369544521904,0.5561741254804802,0.8349609375,0.6044116864456389,0.34749034749034746,0.8653846153846154,0.21739130434782608,0.033816425120772944,810.0,45.0,162.0,7.0
90,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.7517423629760742,0.5379870454183567,0.4873046875,0.46605376756523875,,,,,,,,
91,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.723935429619112,0.5317749836379839,0.7236328125,0.5580177646664185,0.24933687002652521,0.618421052631579,0.15614617940199335,0.09634551495016612,694.0,47.0,254.0,29.0
92,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.7572340530415065,0.5093252463544561,0.83984375,0.5952627427782707,0.32231404958677684,0.8478260869565217,0.1989795918367347,0.03571428571428571,821.0,39.0,157.0,7.0
93,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.7265139812389461,0.5761810226490192,0.7412109375,0.5961246557861508,0.3424317617866005,0.7840909090909091,0.21904761904761905,0.06031746031746032,690.0,69.0,246.0,19.0
94,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,guanine,train,0.759875453109025,0.4945303616953285,0.814453125,0.5693140626452272,0.25196850393700787,0.7619047619047619,0.1509433962264151,0.04716981132075472,802.0,32.0,180.0,10.0
95,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.742396354675293,0.5293274311893851,0.4658203125,0.4378764161476377,,,,,,,,
96,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.7138216513216513,0.5593976499918614,0.75390625,0.5923670923670924,0.32978723404255317,0.775,0.20945945945945946,0.060810810810810814,710.0,62.0,234.0,18.0
97,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.7401751335237858,0.45268511449355175,0.8251953125,0.5564339833561048,0.21145374449339208,0.7272727272727273,0.12371134020618557,0.04639175257731959,821.0,24.0,170.0,9.0
98,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.739754170171012,0.591066124774133,0.7138671875,0.5694736473226801,0.2729528535980149,0.7333333333333333,0.1676829268292683,0.06097560975609756,676.0,55.0,273.0,20.0
99,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,guanine,train,0.74562038597574,0.4473780193524428,0.8203125,0.5624777458636979,0.226890756302521,0.84375,0.13106796116504854,0.024271844660194174,813.0,27.0,179.0,5.0
100,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.7527875900268555,0.5442239350305176,0.4833984375,0.4599726958383156,,,,,,,,
101,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.7035861179661619,0.5607994208892,0.7265625,0.5825829831699237,0.3137254901960784,0.7191011235955056,0.2006269592476489,0.07836990595611286,680.0,64.0,255.0,25.0
102,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.7726837474120083,0.5007304509805728,0.84765625,0.584575569358178,0.29090909090909095,0.8888888888888888,0.17391304347826086,0.021739130434782608,836.0,32.0,152.0,4.0
103,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.7290811365600692,0.5729501569626313,0.7333984375,0.576004753673293,0.28346456692913385,0.782608695652174,0.17307692307692307,0.04807692307692308,697.0,54.0,258.0,15.0
104,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,guanine,train,0.7656383009950979,0.49690027473793424,0.8212890625,0.5764317374585376,0.27091633466135456,0.8095238095238095,0.16267942583732056,0.03827751196172249,807.0,34.0,175.0,8.0
105,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.7567440668741862,0.5392576816369266,0.4638671875,0.4481417180513252,,,,,,,,
106,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.7104468156524946,0.5225498258175785,0.73828125,0.5607581352029841,0.2513966480446927,0.6338028169014085,0.156794425087108,0.09059233449477352,711.0,45.0,242.0,26.0
107,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.8008954023189522,0.5456178093871917,0.8134765625,0.563185323796366,0.23293172690763053,0.7631578947368421,0.13744075829383887,0.04265402843601896,804.0,29.0,182.0,9.0
108,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.7178336960945656,0.5683739471256607,0.7275390625,0.5785378067986764,0.2900763358778626,0.8028169014084507,0.17701863354037267,0.043478260869565216,688.0,57.0,265.0,14.0
109,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,guanine,train,0.77233381157341,0.5209631100158721,0.8369140625,0.6072572931611669,0.3552123552123552,0.8363636363636363,0.22549019607843138,0.04411764705882353,811.0,46.0,158.0,9.0
110,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.7640609741210938,0.5552993391756096,0.5,0.4791718135936443,,,,,,,,
111,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.7104391774137331,0.5544786391382048,0.7373046875,0.5748610372218451,0.286472148541114,0.72,0.17880794701986755,0.0695364238410596,701.0,54.0,248.0,21.0
112,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.7993386651191189,0.5582750453825046,0.8291015625,0.5740767607890076,0.26160337552742613,0.8611111111111112,0.15422885572139303,0.024875621890547265,818.0,31.0,170.0,5.0
113,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.7542148651899149,0.6027477569929096,0.7216796875,0.5788742865889659,0.29280397022332505,0.7972972972972973,0.17933130699088146,0.04559270516717325,680.0,59.0,270.0,15.0
114,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,guanine,train,0.7510767227564102,0.47201593579766987,0.8359375,0.5905448717948718,0.3114754098360656,0.7307692307692307,0.19791666666666666,0.07291666666666667,818.0,38.0,154.0,14.0
115,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,all_nucleotides,train,0.7625637054443359,0.5568712993740819,0.4755859375,0.4590516151131778,,,,,,,,
116,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,adenine,train,0.7168262022834737,0.5482463665886521,0.748046875,0.5833006573636259,0.30270270270270266,0.7887323943661971,0.18729096989966554,0.05016722408026756,710.0,56.0,243.0,15.0
117,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,cytosine,train,0.7757990077304718,0.5089199431163017,0.8134765625,0.5692107995846314,0.2509803921568627,0.7804878048780488,0.14953271028037382,0.04205607476635514,801.0,32.0,182.0,9.0
118,cnn_1000,build_synthetic_dataset_cnn_cached,gap_filling,thymine,train,0.7418759852625172,0.5905974905901941,0.7490234375,0.5935403122856273,0.32898172323759794,0.8289473684210527,0.20521172638436483,0.04234527687296417,704.0,63.0,244.0,13.0
